,train_loss,val_loss
0,1.473829464117686,1.2197537901029805
1,1.274033538500468,1.117739573994128
2,1.1143492619196573,1.049499984530967
3,1.0556623677412669,0.9751907166504221
4,0.9668289144833883,0.8997411525474405
5,0.9320387125015259,0.8169861659333628
6,0.89257284005483,0.734850140704654
7,0.7904358307520548,0.6915466423038219
8,0.6850758135318756,0.6387230168062502
9,0.6978050013383229,0.5957934929810782
10,0.6672754287719727,0.5628054024505521
11,0.6153469463189443,0.5447181173652973
12,0.5929009298483531,0.5339393621049784
13,0.6197965125242869,0.5244578747402473
14,0.5164892027775446,0.5064372598325839
15,0.5514736930529277,0.4983986613767031
16,0.5062439918518067,0.5020729024721589
17,0.5036432564258575,0.4881090303104234
18,0.4606361379226049,0.489889577016338
19,0.48438510298728943,0.47660690907096676
20,0.46451161106427513,0.4725534401264304
21,0.43710186580816907,0.46832304512258793
22,0.5298072387774785,0.4781068809545028
23,0.4543278714021047,0.46341803018836064
24,0.473039385676384,0.4630221831348707
25,0.4270753631989161,0.4654141775634817
26,0.40163800021012624,0.4572920632042738
27,0.41734262406826017,0.4624270057932741
28,0.3865658829609553,0.4567284602912322
29,0.37471892635027565,0.4502900761682559
30,0.37972362637519835,0.45429187549912586
31,0.3666625708341599,0.45475055514108814
32,0.36301171481609346,0.449333626395896
33,0.3844399909178416,0.4507498488851195
34,0.3886477480332057,0.4489186263264942
35,0.3656355192263921,0.4456135573193002
36,0.36806325912475585,0.4494369097697699
37,0.3365423162778219,0.4494635745394668
38,0.41087745428085326,0.4474825899763164
39,0.3698203871647517,0.44705445275761285
40,0.36087864836057026,0.4433872551761767
41,0.38668127258618673,0.443246388055066
42,0.3398622830708822,0.4466341482669618
43,0.33559631506601967,0.45198209975895126
44,0.336452317237854,0.4444328656692017
45,0.34189443091551464,0.4402907140989526
46,0.44336529076099396,0.4370495795374949
47,0.3315535674492518,0.44347665994589947
48,0.34772419929504395,0.43890635920790244
49,0.3470039576292038,0.4383573801716366
50,0.3338427116473516,0.4428249578756514
51,0.33451414505640664,0.441128051454107
52,0.3328263799349467,0.4365776095691007
53,0.33806288639704385,0.43767877596374066
54,0.3442788730065028,0.4398727170168584
55,0.3341349055369695,0.4325659349782701
56,0.33771857221921286,0.43234479266044046
57,0.32712761163711546,0.43524529686513935
58,0.32339467406272887,0.4318642731101179
59,0.3160966138044993,0.43701661125106633
60,0.3295324544111888,0.4349196066241989
61,0.3332102249066035,0.42827146049022913
62,0.3424609174331029,0.43290275013464563
63,0.34787138998508454,0.4278020670243503
64,0.32003043095270794,0.43590085093734754
65,0.31801939706007637,0.43319708330865647
66,0.3219827363888423,0.4343590599067635
67,0.3298063407341639,0.4396782002255483
68,0.3277684370676676,0.43628208388046336
69,0.3142208526531855,0.4292438907073413
70,0.3127724647521973,0.42910837284414155
71,0.31715613504250845,0.430175271643605
72,0.3102224866549174,0.4270430530357621
73,0.306571027636528,0.43077020526908955
74,0.32021230856577554,0.43927611770938857
75,0.32577118277549744,0.4242910004508531
76,0.31819704671700794,0.4268175868803955
77,0.31803266406059266,0.4373920876033375
78,0.3197885404030482,0.4391232124329087
79,0.31750519971052804,0.426601983022311
80,0.31400117178757986,0.42635023256517807
81,0.3121603320042292,0.4249400628847186
82,0.3115498830874761,0.42729773855552655
83,0.30820271571477253,0.4242344043164883
84,0.31165803174177803,0.4236647485576888
85,0.3152332901954651,0.42915750884607273
86,0.31507700284322104,0.42382396161260294
87,0.31282718280951183,0.426028752457184
88,0.30886093974113465,0.42467643979792563
89,0.31365519960721333,0.42591927515744216
90,0.3119095037380854,0.4245962494283234
91,0.3082360694805781,0.42428639173774046
92,0.30439958969751996,0.4267272028365462
93,0.30627656280994414,0.41901560658228315
94,0.3168367624282837,0.4367675421520875
95,0.3067635536193848,0.4224670147809987
96,0.2954661210378011,0.4221635383980158
97,0.3083658774693807,0.4218369060100723
98,0.30999223291873934,0.422856388330578
99,0.30671640336513517,0.4286475329333408
100,0.30846738815307617,0.41903294836723104
101,0.30745529333750404,0.4203392676898124
102,0.29419251283009845,0.42282681633989294
103,0.29580158591270445,0.42284476175504737
104,0.3041724453369776,0.4276062305702235
105,0.3101725389560064,0.4303239870450229
106,0.3079955836137136,0.4223486611540055
107,0.30250642597675326,0.4205449178163795
108,0.30604149103164674,0.4176496202061406
109,0.29981082677841187,0.41746624613915084
110,0.30096939702828723,0.42189777848914695
111,0.3036392311255137,0.4184869146779135
112,0.2958782335122426,0.4195302438801071
113,0.3007851471503576,0.42413723045569784
114,0.3093858142693838,0.42097197510782985
115,0.31104342738787333,0.4196179629763165
116,0.3102194954951604,0.41854230526838426
117,0.30165106256802876,0.4180208852860518
118,0.2955269416173299,0.4177224960366806
119,0.29225050707658135,0.4290726669539643
120,0.29431461890538535,0.4188611805143044
121,0.3015496591726939,0.4294462340117211
122,0.2958576073249181,0.42718885673992446
123,0.29481728971004484,0.42348139305426086
124,0.2925570239623388,0.4232506687348744
125,0.297738578915596,0.4227647399150627
126,0.2908025920391083,0.4226585418252273
127,0.293544993797938,0.41991520478448424
128,0.29389694035053254,0.42001754509390526
129,0.2965384304523468,0.4242880596985528
130,0.30070147613684334,0.41512683450495
131,0.2951920082171758,0.4161208812091888
132,0.2965479791164398,0.4195491370801419
133,0.29550590316454567,0.41796498298792994
134,0.3010490745306015,0.4157807962763629
135,0.9168494929869969,1.9770013215880409
136,1.972676420211792,1.9770715329000705
137,1.9756581902503967,1.9771281022656164
138,2.188690010706584,1.9771281022656164
139,2.2918988466262817,1.9771281022656164
140,2.3253012816111247,1.9771281022656164
141,2.259879020849864,1.9771281022656164
142,2.3306244532267253,1.9771281022656164
143,2.2159828662872316,1.9771281022656164
144,2.329541786511739,1.9771281022656164
145,2.2483535687128704,1.9771281022656164
146,2.340528710683187,1.9771281022656164
147,2.2915905396143597,1.9771281022656164
148,2.288948973019918,1.9771281022656164
149,2.3291738748550417,1.9771281022656164
150,2.3065011660257975,1.9771281022656164
151,2.3075071414311727,1.9771281022656164
152,2.312531272570292,1.9771281022656164
153,2.268287007013957,1.9771281022656164
154,2.3207539319992065,1.9771281022656164
155,2.3001373608907065,1.9771281022656164
156,2.29543350537618,1.9771281022656164
157,2.311854918797811,1.9771281022656164
158,2.3124963998794557,1.9771281022656164
159,2.3235603094100954,1.9771281022656164
160,2.305222757657369,1.9771281022656164
161,2.3482091188430787,1.9771281022656164
162,2.2775597969690957,1.9771281022656164
163,2.328490932782491,1.9771281022656164
164,2.303171650568644,1.9771281022656164
165,2.283109362920125,1.9771281022656164
166,2.3420201619466146,1.9771281022656164
167,2.237563200791677,1.9771281022656164
168,2.27897363503774,1.9771281022656164
169,2.3234684069951377,1.9771281022656164
170,2.30855020682017,1.9771281022656164
171,2.334299842516581,1.9771281022656164
172,2.293985096613566,1.9771281022656164
173,2.2910517613093058,1.9771281022656164
174,2.3504894177118936,1.9771281022656164
175,2.3045134782791137,1.9771281022656164
176,2.3574689706166585,1.9771281022656164
177,2.2838786204655963,1.9771281022656164
178,2.3333352327346804,1.9771281022656164
179,2.2985036452611287,1.9771281022656164
180,2.3245020230611164,1.9771281022656164
181,2.3045260032018025,1.9771281022656164
182,2.3373422702153523,1.9771281022656164
183,2.317502744992574,1.9771281022656164
184,2.3545732895533242,1.9771281022656164
185,2.3032007058461508,1.9771281022656164
186,2.3621405680974323,1.9771281022656164
187,2.314102880160014,1.9771281022656164
188,2.332859269777934,1.9771281022656164
189,2.3017250537872314,1.9771281022656164
190,2.3271670897801715,1.9771281022656164
191,2.3397730747858683,1.9771281022656164
192,2.3506516377131144,1.9771281022656164
193,2.374112677574158,1.9771281022656164
194,2.3087741057078044,1.9771281022656164
195,2.348983963330587,1.9771281022656164
196,2.3208701372146607,1.9771281022656164
197,2.3284466663996377,1.9771281022656164
198,2.3751859188079836,1.9771281022656164
199,2.374003450075785,1.9771281022656164
